what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1325688576318
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1325688576319
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1325688576321
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1325688576322
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1325688576323
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1325688576324
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1325688576326
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1325688576328
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1325688576330
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1325688576331
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1325688576333
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1325688576334
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1325688576336
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1325688576338
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1325688576338
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1325688576340
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1325688576341
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1325688576342
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1325688576343
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1325688576344
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1325688576345
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1325688576350
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1325688576351
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1325688576352
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1325688576353
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1325688576354
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1325688576356
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1325688576357
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1325688576358
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1325688576361
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1325688576362
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1325688576363
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1325688576364
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1325688576366
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1325688576367
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1325688576368
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1325688576369
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1325688576371
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1325688576372
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1325688576374
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1325688576375
started,bundle,jd.ide.eclipse,0.1.3,"jd.ide.eclipse",1325688576375
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.4.v20111106-0100,"org.eclipse.mylyn.bugzilla.core",1325688576376
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1325688576377
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1325688576379
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1325688576379
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1325688576380
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1325688576381
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1325688576382
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1325688576383
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1325688576384
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1325688576387
os,sysinfo,,,"win32",1325688576392
arch,sysinfo,,,"x86_64",1325688576392
ws,sysinfo,,,"win32",1325688576392
locale,sysinfo,,,"en_US",1325688576392
processors,sysinfo,,,"3",1325688576393
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1325688576393
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1325688576393
java.specification.name,sysinfo,,,"Java Platform API Specification",1325688576393
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325688576393
java.specification.version,sysinfo,,,"1.6",1325688576393
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1325688576393
java.version,sysinfo,,,"1.6.0_23",1325688576393
java.vm.info,sysinfo,,,"mixed mode",1325688576393
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1325688576393
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1325688576393
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325688576393
java.vm.specification.version,sysinfo,,,"1.0",1325688576393
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1325688576393
java.vm.version,sysinfo,,,"19.0-b09",1325688576393
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325688582365
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1325688582721
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1325688582727
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1325688582934
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1325688582936
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1325688582937
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1325688582939
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1325688582941
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1325688582943
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1325688582944
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1325688582946
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1325688582948
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1325688582950
stopped,bundle,jd.ide.eclipse,0.1.3,"jd.ide.eclipse",1325688582950
stopped,bundle,org.eclipse.iam.dependency.analysis,0.11.0.201001181900,"org.eclipse.iam.dependency.analysis",1325688582952
stopped,bundle,org.eclipse.iam.dependency.viewer,0.11.0.201001181900,"org.eclipse.iam.dependency.viewer",1325688582953
stopped,bundle,org.eclipse.iam.teamsupport,0.11.0.201001181900,"org.eclipse.iam.teamsupport",1325688582955
stopped,bundle,org.eclipse.iam.wizard,0.11.0.201001181900,"org.eclipse.iam.wizard",1325688582956
stopped,bundle,org.eclipse.iam.jdt.ui,0.11.0.201001181900,"org.eclipse.iam.jdt.ui",1325688582957
stopped,bundle,org.eclipse.iam.pomeditor,0.11.0.201001181900,"org.eclipse.iam.pomeditor",1325688582960
stopped,bundle,org.eclipse.iam.search.ui,0.11.0.201001181900,"org.eclipse.iam.search.ui",1325688582962
stopped,bundle,org.eclipse.iam.ui,0.11.0.201001181900,"org.eclipse.iam.ui",1325688582963
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1325688583010
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1325688583011
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1325688583016
stopped,bundle,org.eclipse.iam.pomxmleditor,0.11.0.201001181900,"org.eclipse.iam.pomxmleditor",1325688583017
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1325688583020
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1325688583022
